id,Label,Tipo,Asignatura,Unidad,Semestre,Competencia,Nivel_Dominio_formativo,Ciclo_formativo,Nivel_Logro_Aprendizaje,Linea_formativa
310,"- Transformaciones del Trabajo Social en Chile, producto de los acontecimientos históricos que se experimentaron en Latinoamérica.",Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
311,- La acción gremial y el Trabajo Social latinoamericano,Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
312,- El proceso de reconceptualización,Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
313,- Corrientes principales en el Trabajo Social latinoamericano: tecnología y marxismo,Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
314,- Trabajo Social en Dictadura: Derechos Humanos y apoyo en la emergencia,Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
315,- El colectivo de Trabajo Social y la post-reconceptualización,Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
316,- El giro hacia la intervención: el Trabajo Social en los 90 Pérdida y recuperación del rango universitario en el Trabajo Social chileno.,Contenido,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
317,RA_091_U1.2: Identificar el desarrollo histórico del Trabajo Social en Chile en el contexto latinoamericano,R_A,TSO_091,1,1,8,Basico,Basico,N2-Comprender,Disciplinar
318,- El lugar del Trabajo Social en las Ciencias Sociales: legitimidad y estatus,Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
319,- La relación entre teoría y práctica,Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
320,- La intervención social como horizonte referencial del Trabajo Social,Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
321,- La justicia social como dimensión ética constitutiva del Trabajo Social,Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
322,- Valores y principios del Trabajo Social Organismos del Trabajo Social: Federación Internacional de Trabajadores Sociales (IFSW); Asociación Internacional de Escuelas de Trabajo Social(IASSW) Consejo Internacional de Bienestar Social (ICSW) y Colegio de Trabajadores Sociales de Chile,Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
323,- La Agenda Internacional del Trabajo Social: - Promoción de la igualdad social y económica - Garantizar la dignidad y el valor de la persona - Desarrollo de la sostenibilidad ambiental - Promoción del Bienestar Social,Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
324,"- El Trabajo Social en distintos contextos territoriales:  - Trabajo Social Anglosajón (práctica crítica, anti opresiva, positivista, sistémica y funcionalista) - Trabajo Social en Francia (práctica posestructuralista y hermenéutica) - Trabajo Social en Alemania (práctica crítica y de orientación sistémica luhmaniana) - Trabajo Social en Latinoamérica (práctica neomarxista)",Contenido,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
325,"RA_091_U2.1:Identificar el debate teórico y la agenda política del Trabajo Social en Chile y algunas regiones del mundo (Estados Unidos, Inglaterra, Francia, Alemania, Argentina y Brasil) ",R_A,TSO_091,2,1,8,Basico,Basico,N2-Comprender,Disciplinar
326,- El Trabajo Social y la cuestión social contemporánea (la paradoja del crecimiento económico y la desigualdad),Contenido,TSO_091,3,1,8,Basico,Basico,N2-Comprender,Disciplinar
327,- Debilitamiento del Estado y su impacto en el Trabajo Social Contemporáneo,Contenido,TSO_091,3,1,8,Basico,Basico,N2-Comprender,Disciplinar
328,"- Factores adversos para la intervención social: políticas sociales neoliberales, opacidad de lo social, retracción de la sociabilidad, individualismo exacerbado y fundamentalismos",Contenido,TSO_091,3,1,8,Basico,Basico,N2-Comprender,Disciplinar
329,- Las tensiones entre la intervención social real y la intencionalidad pública de las mismas (Saúl Karsz),Contenido,TSO_091,3,1,8,Basico,Basico,N2-Comprender,Disciplinar
330,- Intervenciones de segunda generación. Innovación social (Teresa Matus),Contenido,TSO_091,3,1,8,Basico,Basico,N2-Comprender,Disciplinar
331,RA_091_U3.1: Identificar los desafíos y tensiones del Trabajo Social en el contexto neoliberal en que se desenvuelve la sociedad contemporánea. ,R_A,TSO_091,3,1,8,Basico,Basico,N2-Comprender,Disciplinar
332,- La imagen personal: conocimiento de los propios rasgos.,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
333,- El autoconcepto: conciencia de sí mismo,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
334,- La autoestima: sentimiento de valoración,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
335,- La importancia de auto-observación y autoconocimiento.,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
336,RA_103_U1.1: Identificar la importancia de las emociones y su control en el desarrollo personal.,R_A,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
337,- La inteligencia emocional,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
338,- Las emociones y el proceso emocional,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
339,- Concepto de emoción,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
340,- Elementos constitutivos de la emoción,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
341,- El proceso emocional,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
342,- Los diferentes tipos de emociones,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
343,- La autoconciencia emocional,Contenido,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
344,RA_103_U1.2: Identificar la importancia del autoconocimiento y desarrollo personal en el ejercicio profesional.,R_A,TSO_103,1,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
345,- Eje en los que se sustenta el modelo educativo UST y su enfoque orientado al desarrollo de las competencias,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
346,- Definición de competencias desde el modelo educativo UST,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
347,- Competencias genéricas y competencias específicas,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
348,- Perfil de egreso de Trabajo Social,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
349,- Acciones emprendidas por trabajadores sociales y las competencias específicas de la profesión que se desprenden de dichas acciones.,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
350,RA_103_U2.1: Identificar las competencias genéricas y específicas de Trabajo Social y su relación con el modelo educativo UST,R_A,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
351,- ¿Habilidades sociales y/o competencias personales?,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
352,- Componentes de las habilidades sociales,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
353,- La comunicación interpersonal y emocional,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
354,- La escucha atenta.,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
355,- La comunicación asertiva,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
356,- Tipos de asertividad.,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
357,- Recomendaciones para desarrollar la comunicación asertiva.,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
358,- La empatía: la comprensión de los demás; la orientación hacia el servicio; el aprovechamiento de la diversidad; la conciencia política.,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
359,- Aplicación de técnicas de escucha activa y comunicación asertiva en situaciones específicas de la vida académica.,Contenido,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
360,RA_103_U2.2: Describir las competencias personales necesarias para el ejercicio de la profesión. ,R_A,TSO_103,2,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
361,- Manejo de la ansiedad,Contenido,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
362,- Tolerancia a la frustración,Contenido,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
363,- FODA personal,Contenido,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
364,- Situaciones que generan frustración en los ámbitos personal y académico,Contenido,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
365,RA_103_U3.1: Identificar las características personales que constituyen fortalezas y debilidades para enfrentar su proceso de desarrollo personal.,R_A,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
366,"- Elaboración de un plan de mejora que considere los elementos contextuales y personales, considerando: - Modelo GROW. - Estructuración y aplicación del modelo - Fases: temas, objetivos, realidad opciones y cierre. - Metodología SMART para la elaboración de objetivos. - Redes sociales para el logro de objetivos personales. - Condiciones sociales y personales para la generación de redes",Contenido,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
367,RA_103_U3.2: Elaborar un proyecto personal orientado al desarrollo de las competencias personales que facilitarán su futuro rol profesional.,R_A,TSO_103,3,2,8,Intermedio,Basico,N3-Aplicar,Disciplinar
368,- El concepto de intervención social,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
369,- La relación entre la intervención y la investigación social,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
370,"- Principios de la intervención social (referencial, normativo y explicativo)",Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
371,- Los requisitos de la intervención social fundada: - Contextuales - Teoría social - Enfoques epistemológicos - Perspectivas ético-valóricas,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
372,"- Paradigmas clásicos acerca del funcionamiento de la sociedad de Javier Corvalán (integración, competitividad, alienación, conflicto)",Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
373,- Modelos clásicos de la intervención social - Modelos directivos. Influencia del positivismo y el funcionalismo - Modelos participativos: Influencia del marxismo y el desarrollo de la comunidad,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
374,- El giro hacia la intervención: el Trabajo Social en los ‘90,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
375,"- El espíritu del nuevo contexto social (la nueva cuestión social, la nueva inseguridad social, la nueva era de las desigualdades, trabajo consumismo y nuevos pobres, el nuevo espíritu del capitalismo).",Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
376,- Apreciación de la intervención social como horizonte referencial del Trabajo Social.,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
377,RA_104_U1.1: Identificar los principales elementos conceptuales e históricos de la intervención social y su relación con la investigación social,R_A,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
378,- La intencionalidad pública de la intervención social: - El enfoque de derechos - El empoderamiento - El capital social - La perspectiva de las fuerzas,Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
379,- La intervención en el escenario de la exclusión social y el desencanto (Alfredo Carballeda),Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
380,"- Sujetos vulnerables o en situaciones de riesgo: mujeres, migrantes, pueblos originarios, adultos mayores, niños/as y adolescentes.",Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
381,"- Conexiones entre ética, política e intervención - Distinción entre la intención de la política pública y la intervención social en escenarios de exclusión.",Contenido,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
382,RA_104_U1.2: Analizar la intencionalidad pública de la intervención social y sus implicancias éticopolíticas. ,R_A,TSO_104,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
383,"- El lugar del trabajador social en el proceso de intervención social (autoridad, experto y poder)",Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
384,- El poder en la relación profesional-usuario o cliente,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
385,- La crisis de la intervención social como la crisis de lo social (Saul Karsz),Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
386,- Del control a la intervención social como oferta (Teresa Matus),Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
387,- La innovación social como un desafío para el trabajo social,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
388,- Condiciones para la efectividad de la intervención social,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
389,RA_104_U2.1: Distinguir los desafíos que implica la intervención social para el Trabajo Social. ,R_A,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
390,- El proceso de intervención social,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
391,- Diagnóstico social,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
392,- Intervención social,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
393,- La evaluación al servicio de la intervención,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
394,- El papel de la oralidad y la observación en la intervención social,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
395,- Epistemología del punto de vista (Karen Healy),Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
396,"- Entrevistas, relatos y construcciones de vida",Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
397,- Registros observacionales,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
398,- Comunicación de los resultados,Contenido,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
399,RA_104_U2.2: Distinguir los elementos que componen el proceso de intervención social desde el punto de vista teórico y metodológico,R_A,TSO_104,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
400,- De los niveles de actuación profesional (caso-grupo-comunidad) a la intervención social contemporánea,Contenido,TSO_104,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
401,"- Modelos clásicos (del hacer): enfoque positivista, tecnológico y marxista",Contenido,TSO_104,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
402,- La relación entre las matrices epistemológicas y la intervención social,Contenido,TSO_104,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
403,- La intervención social como dispositivo discursivo - Trabajo Social Contemporáneo: - Trabajo Social Basado en Evidencia (Ann Buchanan) - Trabajo Social Crítico (Karen Healy) - Trabajo Social Feminista y Antiracista (Lenna Dominelli) - Trabajo Social Hermenéutico (Saul Karsz) - Trabajo Social Neomarxista (José Paulo Netto) - La intervención sistémica contextual (Aldo Mascareño).,Contenido,TSO_104,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
404,- Distinción de las principales claves epistémicas del trabajo social contemporáneo.,Contenido,TSO_104,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
405,RA_104_U3.1: Distinguir las propuestas contemporáneas del Trabajo Social y su relación con la intervención social,R_A,TSO_104,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
406,- Características del sujeto social.,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
407,"- La sociedad moderna y la centralidad de la noción de sujeto. Humanismo, ilustración y racionalismo",Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
408,- Emancipación y desarrollo de la individualidad,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
409,- La emergencia filosófica e histórica de la noción de sujeto. San Agustín y Lutero como predecesores,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
410,"- El sujeto cognoscente en Descartes, Hume y Kant",Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
411,- El sujeto histórico y la Revolución Francesa,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
412,"RA_106_U1.1: Identificar el nacimiento de la noción de sujeto social al alero de la sociedad moderna y sus principales manifestaciones filosóficas e históricas 
",R_A,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
413,"- Vertientes críticas de la noción de sujeto moderno: - Los “Maestros de la Sospecha”: Freud, Marx y Nietzsche y su crítica al sujeto moderno - Max Weber y el desencantamiento de la unidad valórica - La crítica al humanismo en Heidegger y Levi-Strauss - La crítica al sujeto desde el postestructuralismo: Foucault",Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
414,RA_106_U1.2: Discutir la estructura de la acción social y el papel de los sujetos sociales en ella ,R_A,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
415,- Propuestas actuales de la noción de sujeto.,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
416,- La crítica radical al concepto de sujeto en la postura posmoderna,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
417,- Desenmascaramiento de la crítica destructiva del sujeto: Luc Ferry y Gabriel Amengual,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
418,- El sujeto y la acción comunicativa: Jürgen Habermas,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
419,- El sujeto en la transformación de la filosofía: Karl Otto Appel,Contenido,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
420,RA_106_U1.3: Describir las diversas propuestas actuales en torno a la noción de sujeto ,R_A,TSO_106,1,3,2,Basico,Basico,N2-Comprender,Disciplinar
421,"- La acción social como transformación de la realidad: vivir, experimentar, actuar",Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
422,"- Los condicionamientos sociales del agente y la elección. Discusiones desde la sociología de Durkheim, Weber y Giddens",Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
423,"- Transformaciones en las formas de vínculo social: integración orgánica, integración funcional y acción comunicativa",Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
424,RA_106_U2.1: Discutir la estructura de la acción social y el papel de los sujetos sociales en ella ,R_A,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
425,"- Tipos de acción colectiva: acción reactiva, movimiento de masas, movimientos sociales",Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
426,- Acción colectiva. Teorías explicativas - Psicología de la conducta colectiva - Racionalismo y teoría de juegos - Teoría organizacional - Teorías de la identidad,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
427,"- Movimientos sociales - Movimientos clásicos: obreros, campesinos, estudiantes, pobladores - Nuevos movimientos sociales - Movimientos de identidad y post-materiales",Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
428,- Asociatividades emergentes,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
429,- Nuevas formas de comunidad y solidaridad,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
430,- Movimientos en la era globalizada,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
431,RA_106_U2.2: Examinar las características de la acción colectiva y su expresión en movimientos sociales,R_A,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
432,- Establecimiento de temáticas prioritarias según sujeto social.,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
433,- Infancia y Juventud,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
434,"- Mujeres, hombres y perspectiva de género",Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
435,- Adultos Mayores,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
436,- Minorías étnicas,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
437,- Migrantes,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
438,- Personas con discapacidad,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
439,- Sujetos sociales emergentes y nuevas formas de subjetividad,Contenido,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
440,"RA_106_U2.3: Diferenciar sujetos sociales, las temáticas prioritarias que ellos plantean y los espacios de intervención que posibilitan",R_A,TSO_106,2,3,2,Basico,Basico,N2-Comprender,Disciplinar
441,- El lugar de los sujetos en el Trabajo Social,Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
442,- Posibilidades prácticas y teóricas de la intervención con sujetos,Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
443,"- Dilemas éticos de la intervención con problemas y sujetos - Las nociones de bien y justicia - El sujeto como un “otro”  - Autonomía de los ciudadanos versus identidades colectivas  - Reconocimiento de las diferencias, deliberación, diversidad y tolerancia",Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
444,- Sujeto con la disciplina y su quehacer:,Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
445,- Sujetos estratégicos de intervención,Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
446,RA_106_U3.1: Relacionar el trabajo social con su intervención y los sujetos sociales a los que va dirigida.,R_A,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
447,"- Espacios y temas de intervención con sujetos y colectivos desde el trabajo social: - La noción de ciudadanía. Concepto y evolución histórica. Construcción de ciudadanía y valoración de la participación - Perspectiva de derechos - Sujetos y política pública - Asociatividad y capital social - Comunitarismo, multiculturalismo y derechos de igualdad",Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
448,"- Construcción de democracia: desde los modelos republicano y liberal, hasta la democracia deliberativa y la política de redes (policy network)",Contenido,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
449,RA_106_U3.2: Proyectar diversas expresiones ciudadanas y asociativas como focos de intervención del trabajo social,R_A,TSO_106,3,3,2,Basico,Basico,N2-Comprender,Disciplinar
450,- Concepto de comunicación,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
451,"- Teorías de la comunicación en los seres humanos, desde el enfoque clásico (emisor-receptor) hasta la hipercomunicación actual.",Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
452,- ¿Qué es el lenguaje y la comunicación? Conceptos básicos para entender la vida social.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
453,- El poder generativo y transformador del lenguaje en la sociedad moderna.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
454,- Axiomas de la comunicación.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
455,- Ejercicios de comunicación y análisis de las herramientas más utilizadas para comunicarse con el entorno.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
456,RA_108_U1.1: Identificar elementos del lenguaje y la comunicación.,R_A,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
457,- La empatía y la asertividad como herramientas de comunicación con el otro.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
458,- La inteligencia emocional y la educación emocional como métodos de intervención social.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
459,- Desarrollo de elementos básicos de la Programación Neurolingüística en el proceso de comunicación propio.,Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
460,"- Aplicación de test de inteligencia emocional, ejercicios de Programación Neurolingüística y aplicación de estrategias de comunicación efectiva y rol profesional: escucha activa, empatía, actitud corporal, lenguaje no verbal.",Contenido,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
461,"RA_108_U1.2: Aplicar nuevos elementos para mejorar la comunicación verbal y no verbal, específicamente en procesos de intervención social. ",R_A,TSO_108,1,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
462,- Revisión de las distintas teorías de los liderazgos a lo largo de la historia.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
463,- Teoría de los rasgos.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
464,- Teoría de los comportamientos.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
465,- Teoría del liderazgo situacional y sus características generales.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
466,- Teoría del liderazgo transformacional.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
467,- Algunos estilos de liderazgo reflejados en personajes históricos y contemporáneos.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
468,RA_108_U2.1: Evaluar su propio estilo de liderazgo para influir en procesos propios del quehacer profesional del trabajador social.,R_A,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
469,- Metodologías participativas para la toma de decisiones en grupo. Toma de decisiones por consenso y por mayoría.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
470,- Utilización de la creatividad para la solución de conflictos y la toma de decisiones.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
471,- Técnicas individuales y grupales para potenciar la creatividad.,Contenido,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
472,RA_108_U2.2: Seleccionar estrategias apropiadas que permitan la solución de conflictos. ,R_A,TSO_108,2,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
473,- Conceptos elementales de la negociación.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
474,- Tipos de negociación según la importancia de la relación o el resultado.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
475,- Características de la negociación competitiva y sus resultados.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
476,- Conveniencia de generar una negociación colaborativa para alcanzar acuerdos sensatos.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
477,- Los 7 elementos del modelo colaborativo de negociación,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
478,- Análisis de casos utilizando el Modelo MAAN (Mejor Acuerdo Alternativo a la Negociación),Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
479,RA_108_U3.1: Identificar procesos de negociación como herramienta no confrontacional de resolución de conflictos. ,R_A,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
480,- Modelos de negociación en casos reales.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
481,- El Modelo de la Escuela de Negocios de la Universidad de Harvard.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
482,- Las habilidades de un buen negociador.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
483,- La creatividad en la negociación.,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
484,- Test para reconocimiento de estilo propio de negociación,Contenido,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
485,"RA_108_U3.2: Aplicar distintas estrategias de enfrentamiento de conflictos, con especial énfasis en los procesos de negociación. ",R_A,TSO_108,3,3,8,Intermedio,Profesional,N3-Aplicar,Disciplinar
